timestamp,project_id,project,event_type,reason,precision,added,modified,deleted,sample_files
2026-04-15T05:44:48-06:00,retriver,Retriver,historical_activity,initial_backfill,estimated,0,2,0,Retriever/Database/Daniel/IMG/3ec952a870cf7bf7d284990ef370dff3.jpg; Retriever/Database/Daniel/IMG/d829a8c75fa869ad56524a45d3403154.jpg
