timestamp,project_id,project,event_type,reason,precision,added,modified,deleted,sample_files
2026-06-08T08:59:20-06:00,react-bite,REACTBITE (Micro-app Runtime),historical_activity,initial_backfill,estimated,0,2,0,reactbite-fusion/src-tauri/resources/llama/cpu/libomp140.x86_64.dll; reactbite-fusion/src-tauri/resources/llama/vulkan/libomp140.x86_64.dll
