timestamp,project_id,project,event_type,reason,precision,added,modified,deleted,sample_files
2026-02-17T13:41:21-06:00,retriver,Retriver,historical_activity,initial_backfill,estimated,0,2,0,Retriever/Database/Daniel/VID/Professional_cinematic_loop_1080p_2026021713 (1).mp4; Retriever/Database/Daniel/VID/Professional_cinematic_loop_1080p_2026021713.mp4
