timestamp,project_id,project,event_type,reason,precision,added,modified,deleted,sample_files
2026-03-21T20:56:06-06:00,retriver,Retriver,historical_activity,initial_backfill,estimated,0,95,0,Retriever/Database/Daniel/AUD/00000028-AUDIO-2026-03-18-22-24-07.opus; Retriever/Database/Daniel/AUD/00000032-AUDIO-2026-03-18-22-24-59.opus; Retriever/Database/Daniel/AUD/00000033-AUDIO-2026-03-18-22-25-06.opus; Retriever/Database/Daniel/AUD/00000035-AUDIO-2026-03-18-22-25-58.opus
